complexity_metric,llm_outcome,n,pearson_r,spearman_rho,abs_pearson_r,abs_spearman_rho
elapsed_ms_total,two_pl_difficulty_all_models,55,0.07938305544487251,0.25153329966087024,0.07938305544487251,0.25153329966087024
log1p_branch_opcode_count_dynamic,two_pl_difficulty_all_models,55,0.06471989976125397,0.18966170874205,0.06471989976125397,0.18966170874205
log1p_opcode_count_dynamic,two_pl_difficulty_all_models,55,0.04999894993116855,0.19485884372251366,0.04999894993116855,0.19485884372251366
log1p_ast_node_count,two_pl_discrimination,55,-0.32075930687322773,-0.36387906775380624,0.32075930687322773,0.36387906775380624
complexity_pc1_score,two_pl_discrimination,55,-0.28628793769802574,-0.3657845843624132,0.28628793769802574,0.3657845843624132
log1p_cyclomatic_complexity,two_pl_discrimination,55,-0.2767571729594041,-0.2923061099430777,0.2767571729594041,0.2923061099430777
gzip_bytes,two_pl_discrimination,55,-0.2697676149336387,-0.36323622266214917,0.2697676149336387,0.36323622266214917
nonblank_lines,two_pl_discrimination,55,-0.26226883953681085,-0.37215847973689464,0.26226883953681085,0.37215847973689464
ast_node_count,two_pl_discrimination,55,-0.23617465369855264,-0.36387906775380624,0.23617465369855264,0.36387906775380624
token_count,two_pl_discrimination,55,-0.23451508924748887,-0.3460567140486327,0.23451508924748887,0.3460567140486327
halstead_volume,two_pl_discrimination,55,-0.2270405829023654,-0.35096327296341734,0.2270405829023654,0.35096327296341734
log1p_elapsed_ms_per_test,two_pl_discrimination,55,-0.2214363546864092,-0.33350169564903676,0.2214363546864092,0.33350169564903676
branch_node_count,two_pl_discrimination,55,-0.20350305880361755,-0.2887053100030189,0.20350305880361755,0.2887053100030189
cyclomatic_complexity,two_pl_discrimination,55,-0.20088692998510804,-0.2923061099430777,0.20088692998510804,0.2923061099430777
function_count,two_pl_discrimination,55,-0.19787082596112945,-0.28283492223540063,0.19787082596112945,0.28283492223540063
max_nesting_depth,two_pl_discrimination,55,-0.19516570182824022,-0.2250408928687242,0.19516570182824022,0.2250408928687242
call_count_static,two_pl_discrimination,55,-0.19504567179847979,-0.3226243623853588,0.19504567179847979,0.3226243623853588
log1p_elapsed_ms_total,two_pl_discrimination,55,-0.19054512515919547,-0.2685980229453785,0.19054512515919547,0.2685980229453785
halstead_effort,two_pl_discrimination,55,-0.16793174014895196,-0.32707987589292165,0.16793174014895196,0.32707987589292165
input_cells_total,two_pl_discrimination,55,-0.1652721285723537,-0.36592805712394544,0.1652721285723537,0.36592805712394544
log1p_python_call_count_dynamic,two_pl_discrimination,55,-0.13805575650006705,-0.14945189016822044,0.13805575650006705,0.14945189016822044
peak_memory_bytes,two_pl_discrimination,55,-0.12183311421154079,-0.41712966303485105,0.12183311421154079,0.41712966303485105
log1p_peak_memory_bytes,two_pl_discrimination,55,-0.12069350819697737,-0.41712966303485105,0.12069350819697737,0.41712966303485105
elapsed_ms_per_input_cell,two_pl_discrimination,55,-0.10426685683525583,-0.02622844361065012,0.10426685683525583,0.02622844361065012
opcode_per_input_cell,two_pl_discrimination,55,-0.09648141689578521,-0.04177865969832824,0.09648141689578521,0.04177865969832824
elapsed_ms_total,two_pl_discrimination,55,-0.09453110303282071,-0.2685980229453785,0.09453110303282071,0.2685980229453785
elapsed_ms_per_test,two_pl_discrimination,55,-0.09265591799966612,-0.33350169564903676,0.09265591799966612,0.33350169564903676
opcode_count_dynamic,two_pl_discrimination,55,-0.08977335802453343,-0.23158654283555177,0.08977335802453343,0.23158654283555177
branch_opcode_count_dynamic,two_pl_discrimination,55,-0.08024475220867813,-0.2452323007250707,0.08024475220867813,0.2452323007250707
python_call_count_dynamic,two_pl_discrimination,55,-0.07375361417170279,-0.14945189016822044,0.07375361417170279,0.14945189016822044
output_cells_total,two_pl_discrimination,55,-0.07235076269146261,-0.2006532803312968,0.07235076269146261,0.2006532803312968
log1p_branch_opcode_count_dynamic,two_pl_discrimination,55,-0.059910597451056834,-0.2452323007250707,0.059910597451056834,0.2452323007250707
log1p_opcode_count_dynamic,two_pl_discrimination,55,-0.05655489928935944,-0.23158654283555177,0.05655489928935944,0.23158654283555177
log1p_opcode_count_dynamic,two_pl_info_theta0,55,-0.23758635509845144,0.06478759218970372,0.23758635509845144,0.06478759218970372
log1p_branch_opcode_count_dynamic,two_pl_info_theta0,55,-0.20901847551482314,0.08347332346733287,0.20901847551482314,0.08347332346733287
log1p_peak_memory_bytes,two_pl_info_theta0,55,0.14776393776975408,0.40171916102269395,0.14776393776975408,0.40171916102269395
log1p_python_call_count_dynamic,two_pl_info_theta0,55,-0.14647493369309864,0.08618962126868597,0.14647493369309864,0.08618962126868597
function_count,two_pl_info_theta0,55,-0.13770668214159074,0.12993703440399793,0.13770668214159074,0.12993703440399793
log1p_elapsed_ms_total,two_pl_info_theta0,55,-0.12784542933011353,0.11563329320340399,0.12784542933011353,0.11563329320340399
peak_memory_bytes,two_pl_info_theta0,55,0.11957786744984007,0.40171916102269395,0.11957786744984007,0.40171916102269395
max_nesting_depth,two_pl_info_theta0,55,0.11061230965016178,0.277343332235578,0.11061230965016178,0.277343332235578
log1p_elapsed_ms_per_test,two_pl_info_theta0,55,-0.102092902986438,0.18713670374142397,0.102092902986438,0.18713670374142397
branch_opcode_count_dynamic,two_pl_info_theta0,55,-0.09288447411910682,0.08347332346733287,0.09288447411910682,0.08347332346733287
elapsed_ms_total,two_pl_info_theta0,55,-0.09124299608238212,0.11563329320340399,0.09124299608238212,0.11563329320340399
opcode_count_dynamic,two_pl_info_theta0,55,-0.08486024437531399,0.06478759218970372,0.08486024437531399,0.06478759218970372
elapsed_ms_per_input_cell,two_pl_info_theta0,55,-0.08382382742039601,-0.12408369626698817,0.08382382742039601,0.12408369626698817
opcode_per_input_cell,two_pl_info_theta0,55,-0.07679620274188133,-0.09078930142971857,0.07679620274188133,0.09078930142971857
elapsed_ms_per_test,two_pl_info_theta0,55,-0.06978712193562922,0.18713670374142397,0.06978712193562922,0.18713670374142397
gzip_bytes,two_pl_info_theta0,55,-0.06876836583565205,0.31321225588701246,0.06876836583565205,0.31321225588701246
output_cells_total,two_pl_info_theta0,55,0.05776957131678949,0.2281069745242062,0.05776957131678949,0.2281069745242062
complexity_pc1_score,two_pl_info_theta0,55,-0.052336729782032305,0.27326088263020304,0.052336729782032305,0.27326088263020304
python_call_count_dynamic,two_pl_info_theta0,55,-0.05012484968825123,0.08618962126868597,0.05012484968825123,0.08618962126868597
call_count_static,two_pl_info_theta0,55,-0.04560215791471122,0.25578582541050504,0.04560215791471122,0.25578582541050504
log1p_cyclomatic_complexity,two_pl_info_theta0,55,0.0370081575987361,0.31073365385398305,0.0370081575987361,0.31073365385398305
branch_node_count,two_pl_info_theta0,55,0.03521503919008333,0.28231509800828736,0.03521503919008333,0.28231509800828736
nonblank_lines,two_pl_info_theta0,55,-0.03317390838093538,0.3179832787143684,0.03317390838093538,0.3179832787143684
input_cells_total,two_pl_info_theta0,55,0.032891294197986615,0.3080341667029499,0.032891294197986615,0.3080341667029499
halstead_volume,two_pl_info_theta0,55,-0.03048843956472942,0.31158152834446273,0.03048843956472942,0.31158152834446273
cyclomatic_complexity,two_pl_info_theta0,55,0.02031702043890697,0.31073365385398305,0.02031702043890697,0.31073365385398305
log1p_ast_node_count,two_pl_info_theta0,55,0.01864416651193984,0.3442997555906476,0.01864416651193984,0.3442997555906476
halstead_effort,two_pl_info_theta0,55,-0.01372473742414882,0.3247265997767048,0.01372473742414882,0.3247265997767048
token_count,two_pl_info_theta0,55,-0.013701492427294062,0.3048645412939215,0.013701492427294062,0.3048645412939215
ast_node_count,two_pl_info_theta0,55,-0.012520625009642954,0.3442997555906476,0.012520625009642954,0.3442997555906476
log1p_ast_node_count,two_pl_max_info,55,-0.3183732845818568,-0.36387906775380624,0.3183732845818568,0.36387906775380624
complexity_pc1_score,two_pl_max_info,55,-0.2788930937669575,-0.3657845843624132,0.2788930937669575,0.3657845843624132
log1p_cyclomatic_complexity,two_pl_max_info,55,-0.2763063725634577,-0.2923061099430777,0.2763063725634577,0.2923061099430777
gzip_bytes,two_pl_max_info,55,-0.2718915617933137,-0.36323622266214917,0.2718915617933137,0.36323622266214917
nonblank_lines,two_pl_max_info,55,-0.26308794927698287,-0.37215847973689464,0.26308794927698287,0.37215847973689464
ast_node_count,two_pl_max_info,55,-0.24747998038736066,-0.36387906775380624,0.24747998038736066,0.36387906775380624
token_count,two_pl_max_info,55,-0.2449788732704168,-0.3460567140486327,0.2449788732704168,0.3460567140486327
halstead_volume,two_pl_max_info,55,-0.23807568752835936,-0.35096327296341734,0.23807568752835936,0.35096327296341734
cyclomatic_complexity,two_pl_max_info,55,-0.21691647509823125,-0.2923061099430777,0.21691647509823125,0.2923061099430777
branch_node_count,two_pl_max_info,55,-0.21542228618142154,-0.2887053100030189,0.21542228618142154,0.2887053100030189
call_count_static,two_pl_max_info,55,-0.2096256080193493,-0.3226243623853588,0.2096256080193493,0.3226243623853588
log1p_elapsed_ms_per_test,two_pl_max_info,55,-0.20803550730392284,-0.33350169564903676,0.20803550730392284,0.33350169564903676
max_nesting_depth,two_pl_max_info,55,-0.2015674055515136,-0.2250408928687242,0.2015674055515136,0.2250408928687242
halstead_effort,two_pl_max_info,55,-0.1893453855082955,-0.32707987589292165,0.1893453855082955,0.32707987589292165
log1p_elapsed_ms_total,two_pl_max_info,55,-0.17887042597671687,-0.2685980229453785,0.17887042597671687,0.2685980229453785
function_count,two_pl_max_info,55,-0.17066085048379392,-0.28283492223540063,0.17066085048379392,0.28283492223540063
log1p_python_call_count_dynamic,two_pl_max_info,55,-0.1594978655835348,-0.14945189016822044,0.1594978655835348,0.14945189016822044
input_cells_total,two_pl_max_info,55,-0.12864186126538,-0.36592805712394544,0.12864186126538,0.36592805712394544
elapsed_ms_per_input_cell,two_pl_max_info,55,-0.09034024643698842,-0.02622844361065012,0.09034024643698842,0.02622844361065012
opcode_per_input_cell,two_pl_max_info,55,-0.08277009609446008,-0.04177865969832824,0.08277009609446008,0.04177865969832824
elapsed_ms_total,two_pl_max_info,55,-0.08172174012146805,-0.2685980229453785,0.08172174012146805,0.2685980229453785
opcode_count_dynamic,two_pl_max_info,55,-0.07677077940269365,-0.23158654283555177,0.07677077940269365,0.23158654283555177
elapsed_ms_per_test,two_pl_max_info,55,-0.07582692467910515,-0.33350169564903676,0.07582692467910515,0.33350169564903676
branch_opcode_count_dynamic,two_pl_max_info,55,-0.07327849605727418,-0.2452323007250707,0.07327849605727418,0.2452323007250707
peak_memory_bytes,two_pl_max_info,55,-0.06308285498296093,-0.41712966303485105,0.06308285498296093,0.41712966303485105
log1p_branch_opcode_count_dynamic,two_pl_max_info,55,-0.0623450068794743,-0.2452323007250707,0.0623450068794743,0.2452323007250707
python_call_count_dynamic,two_pl_max_info,55,-0.05971801724289091,-0.14945189016822044,0.05971801724289091,0.14945189016822044
log1p_peak_memory_bytes,two_pl_max_info,55,-0.059306197521949156,-0.41712966303485105,0.059306197521949156,0.41712966303485105
log1p_opcode_count_dynamic,two_pl_max_info,55,-0.05878260029277968,-0.23158654283555177,0.05878260029277968,0.23158654283555177
output_cells_total,two_pl_max_info,55,-0.048523953317633976,-0.2006532803312968,0.048523953317633976,0.2006532803312968
