simulation,pearson,spearman,n_items,benchmark,population,subset_note
256,0.840321583834595,0.6878028988120732,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
257,0.8760208271852902,0.6976399251628609,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
258,0.854189705966345,0.677235534116268,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
259,0.8444757385664713,0.7179812005500078,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
260,0.8811700197514939,0.6910127809210378,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
261,0.8515530063402097,0.7444266618578544,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
262,0.8521514018325409,0.7540923742758605,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
263,0.8668435337411249,0.7686089759484255,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
264,0.8431504871426113,0.6173568063476321,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
265,0.8498810871792567,0.7010842368640535,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
266,0.8470493354356005,0.7387913351216104,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
267,0.8471612578638723,0.6784527646912968,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
268,0.7350414309325867,0.49319027117192255,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
269,0.8424276840224935,0.7069900592836372,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
270,0.7882252430318132,0.6727002231589387,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
271,0.8159770148585406,0.5774767261005793,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
272,0.7587903299515787,0.569118409485382,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
273,0.8626346001627556,0.7407118544733223,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
274,0.874511245344535,0.7751098888713568,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
275,0.8495114571257182,0.7294141514325,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
276,0.8367017844940401,0.7452922480445416,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
277,0.8896558539845341,0.7418028537294592,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
278,0.8572247533883613,0.7058990600275005,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
279,0.8471081152588708,0.7079097446069924,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
280,0.8345426998326815,0.6488966030250435,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
281,0.8317671348493831,0.669535423663864,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
282,0.8408876035503744,0.645371142618849,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
283,0.8485843482234179,0.7300903906408494,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
284,0.7994846052860155,0.6253364290061537,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
285,0.8695843805020466,0.7115614363320786,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
286,0.8503828089830127,0.701390798638505,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
287,0.8474836084836992,0.767139282735613,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
288,0.8773680345064544,0.7426413903478124,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
289,0.800841071366781,0.6306201113540563,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
290,0.8427405141750529,0.743849604400063,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
291,0.882238223617099,0.7498996911840948,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
292,0.8720747511872619,0.7824944210265311,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
293,0.7788049058581024,0.6527646912968014,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
294,0.834567485167068,0.6846741654081103,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
295,0.7946225339905806,0.652178617316232,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
296,0.8419733722963141,0.6735748258684038,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
297,0.8835123435483556,0.7946847598223744,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
298,0.8572935570476448,0.7191713815567027,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
299,0.9095353948698822,0.782611635822645,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
300,0.8226561704603508,0.546964813019859,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
301,0.8778643265230336,0.740143813538309,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
302,0.8349345939875698,0.6688501679327368,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
303,0.86627099283733,0.7270788720330005,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
304,0.8767077737570279,0.7772017221558505,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
305,0.8837223470970494,0.7849649482677006,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
306,0.8374658772043548,0.730424001983635,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
307,0.8779731761391699,0.7376462367288055,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
308,0.8745977965584484,0.7340666771859432,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
309,0.8613943963348576,0.7125532538376574,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
310,0.8645545978311208,0.6997227419245767,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
311,0.8222157831455529,0.6267430065595203,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
312,0.8082000927055767,0.648346595135586,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
313,0.8527685584086218,0.7154205080810586,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
314,0.872240406978303,0.7541554899353066,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
315,0.8168063653154868,0.6182855081937652,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
316,0.8709832812938088,0.7283141356535853,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
317,0.7955980262533326,0.6399431959064986,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
318,0.8397776580984015,0.6944661091450083,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
319,0.8542483440546915,0.7086581159975655,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
320,0.8727145649446387,0.7808353808353808,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
321,0.8476166234858817,0.6969456529089557,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
322,0.9029079650492866,0.8037012826003651,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
323,0.7818268661762027,0.6058336902373599,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
324,0.8699173404529479,0.7376552532515835,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
325,0.8583873669960009,0.7252755674774023,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
326,0.8490741082955334,0.7263214841196491,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
327,0.8519915370060506,0.7508013434618939,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
328,0.8548679172057828,0.6769560219101504,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
329,0.8258915978642256,0.6802831188152288,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
330,0.8482642841328928,0.6952234970583594,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
331,0.7667320688724569,0.6046525257534431,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
332,0.8611220298029709,0.7076753150147645,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
333,0.8597151338621111,0.7303699028469671,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
334,0.8742624178493323,0.7462750490273425,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
335,0.8494949844556975,0.7164934742916395,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
336,0.8114292144127269,0.6739715528706354,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
337,0.8757550674953594,0.7131663773865609,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
338,0.8229857141220417,0.6461195140094222,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
339,0.8160877201613022,0.7574555372720511,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
340,0.8485835621569978,0.7045555981335798,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
341,0.837404660023108,0.7144827897121475,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
342,0.8728543854168429,0.7320830421747853,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
343,0.8727280176415254,0.7406487388138764,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
344,0.7968386054624589,0.6813921511169218,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
345,0.8529895183065126,0.7772468047697406,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
346,0.8839415911974637,0.7533079367941753,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
347,0.8257634551155496,0.6889389806820999,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
348,0.8604138647811453,0.7149245993282691,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
349,0.8456795411771181,0.7063949687802898,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
350,0.8890266580931768,0.7554719022608931,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
351,0.8652288035023448,0.7249870387485067,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
352,0.8714704406535712,0.785532989202714,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
353,0.859797144775506,0.6736649910961837,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
354,0.8823945010042824,0.7252395013862905,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
355,0.8490150482669178,0.6796970448346595,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
356,0.8061594523273845,0.6368775781619818,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
357,0.8140726327003331,0.6710141333994545,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
358,0.8391612880269476,0.7384487072560467,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
359,0.8231372556323286,0.6715190586750219,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
360,0.8048991027241431,0.5861866871041183,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
361,0.800127968918133,0.6759642044045714,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
362,0.8501305565048328,0.7186574397583572,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
363,0.8845618247907882,0.7762279376958275,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
364,0.8861293226203043,0.802979960778126,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
365,0.8642563788640304,0.7598809818993304,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
366,0.853459204592644,0.74103644929333,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
367,0.889673627587559,0.7557243648986769,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
368,0.8540198559172784,0.7155557559227284,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
369,0.8084468236384249,0.647444942857787,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
370,0.8280733648872469,0.7039695241530104,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
371,0.8537894397537547,0.7107499492820593,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
372,0.8482578954177841,0.7415233415233414,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
373,0.8244248152907426,0.7196131911728242,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
374,0.8594530992951442,0.7240403038568176,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
375,0.8694917587130925,0.6882988075648626,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
376,0.8279041387271471,0.6904267069404685,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
377,0.7535251201309077,0.645416225232739,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
378,0.8244214534523163,0.6774519306629398,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
379,0.8684567227699365,0.7400897144016411,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
380,0.867951140289378,0.7717737754435001,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
381,0.8383541198339033,0.6962784302233843,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
382,0.8829904104940867,0.7866059554132949,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
383,0.8475073257655996,0.6916619705610532,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
384,0.8660383030292622,0.7612965759754751,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
385,0.8806372872619852,0.7334896197281517,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
386,0.8905429888141836,0.7964519982868606,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
387,0.8325463876164025,0.7255911457746319,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
388,0.891189910682589,0.7638662849672023,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
389,0.8669707595906995,0.7105786353492776,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
390,0.8684987995515326,0.7131032617271149,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
391,0.8646501720820707,0.7172238126366568,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
392,0.8822173931284605,0.7416044902283435,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
393,0.8784278970758441,0.7852715100421522,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
394,0.8699785230140561,0.732263372630345,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
395,0.8615344735565019,0.7920339021256453,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
396,0.8249072548615826,0.6343619683069225,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
397,0.8193491644710711,0.7154836237405046,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
398,0.853450409749036,0.7767058134030611,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
399,0.8684512329677397,0.7608727994049095,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
400,0.8532491375694153,0.7481324527196087,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
401,0.8746758916683266,0.7656786060455785,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
402,0.851796321331283,0.7297207132069518,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
403,0.8610724937266582,0.7306854811441967,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
404,0.8549035258762204,0.7344273380970628,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
405,0.8062613980513705,0.671501025629466,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
406,0.8395554594821782,0.7152131280571647,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
407,0.8910963794076738,0.7854338074521561,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
408,0.8666608079581151,0.7475012961251493,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
409,0.8511590683228194,0.6945202082816763,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
410,0.8657294206755874,0.7489890223835178,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
411,0.8476809854094246,0.7482045849018327,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
412,0.853854459069728,0.6810134571602462,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
413,0.8479620644988612,0.6732682640939522,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
414,0.8875947145427467,0.76814011676397,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
415,0.8415801992974598,0.7020850708924103,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
416,0.8642271516029223,0.7194689268083764,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
417,0.8203682265004341,0.5880711403647184,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
418,0.8042448652440339,0.6714379099700201,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
419,0.8711441379739697,0.74879967540518,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
420,0.8704839406024097,0.7365462209498906,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
421,0.8579998318163425,0.7386560872799405,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
422,0.8010581968624909,0.62503888375448,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
423,0.8817255110572335,0.7600883619232243,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
424,0.7855139428940107,0.5932015418253951,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
425,0.8212158380435942,0.6371661068908775,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
426,0.8329011030431965,0.6280864684534408,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
427,0.8609591191567341,0.6870455108987219,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
428,0.8352321331951357,0.6159592453170435,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
429,0.8742013419972984,0.7277460947185718,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
430,0.785160634231388,0.6138042963731037,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
431,0.8802223750973018,0.6513671302662128,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
432,0.8276085389903608,0.6872348578770597,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
433,0.8526031266661236,0.697531726889525,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
434,0.8368180917206206,0.7029506570790974,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
435,0.829843867823192,0.6146879156053467,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
436,0.8848629568861425,0.8001397561030589,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
437,0.8425171943299962,0.7096769830714785,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
438,0.8626710932540548,0.7182697292789036,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
439,0.8502001393400206,0.7214164957284224,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
440,0.8768000543043418,0.7379257489349232,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
441,0.8465607606757625,0.7413159614994477,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
442,0.8716185124846745,0.7554719022608931,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
443,0.8642429500321476,0.7769312264725109,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
444,0.8584747347622126,0.7494759146135292,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
445,0.8490954982132668,0.730396952415301,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
446,0.854750995160226,0.6978112390956427,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
447,0.7870621229729454,0.6343890178752565,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
448,0.8667023396176808,0.712075378130424,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
449,0.8840827261068598,0.7533710524536212,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
450,0.8182692823738381,0.6614836688231184,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
451,0.8523380680615099,0.748736559745734,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
452,0.854728714692224,0.7257444266618579,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
453,0.8437308849313314,0.6599959425647499,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
454,0.8668858724404717,0.7203525460406195,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
455,0.8776116578443002,0.7543718864819783,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
456,0.8126754683627386,0.6780921037801771,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
457,0.8598965089501481,0.7136352365710164,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
458,0.8216419177346569,0.6833577530825238,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
459,0.86881875272949,0.7361675269932151,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
460,0.8749896332566995,0.7344363546198408,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
461,0.8843179188315513,0.7506119964835561,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
462,0.8431728708953897,0.7373396749543538,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
463,0.8772336344201747,0.7916371751234137,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
464,0.8672569608967915,0.7529743254513898,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
465,0.817210790582245,0.687000428284832,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
466,0.8638520138572746,0.7798345468070238,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
467,0.8765285848455548,0.7640105493316502,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
468,0.8687202646330245,0.740017582219417,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
469,0.8684463531456358,0.7637130040799766,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
470,0.8426519000371849,0.7024547483263079,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
471,0.8220679757492374,0.6921488627910647,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
472,0.8312751849776361,0.6662804589410095,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
473,0.8608720046663765,0.7057998782769425,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
474,0.8398284421049811,0.7163131438360796,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
475,0.8609727059121753,0.6736830241417398,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
476,0.8390650743297096,0.6872168248315037,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
477,0.8536357971521231,0.7426053242567004,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
478,0.8721841741109059,0.699407163627347,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
479,0.8418515909427096,0.7329756779298064,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
480,0.8908548684125087,0.7389265829632802,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
481,0.8145865856623689,0.6529810878434732,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
482,0.8187985368280416,0.6350832901291618,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
483,0.8793626635509201,0.7560038771047946,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
484,0.8590089396299747,0.7192615467844825,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
485,0.819239367417847,0.6604467687036495,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
486,0.8988491576155692,0.753551382909181,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
487,0.872410057866317,0.7540202420936366,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
488,0.8994078465343114,0.7970831548813201,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
489,0.8640017749783293,0.7464553794829024,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
490,0.8454427729214962,0.7359691634920993,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
491,0.8285603167521288,0.6893357076843315,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
492,0.867224143257108,0.7437143565583932,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
493,0.8742098682569515,0.7599981966954444,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
494,0.8183379388703609,0.671473976061132,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
495,0.8648976958170553,0.7181074318688998,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
496,0.8609462914930358,0.7398192187183011,110,ARC2,llm,Local ARC2 public-eval prediction folder on the robust ARC2 human items
