task_id,benchmark,split,json_hash,n_train_pairs,n_test_pairs,mean_input_cells,max_input_cells,mean_output_cells,max_output_cells
be03b35f,arc1,eval,8f04037f87c566f00480f90be666076601646e58,3,1,25.0,25.0,4.0,4.0
bf32578f,arc1,eval,9fa519211c45ff8b16f5d7251356e8ca16e34e71,3,1,59.0,100.0,59.0,100.0
bf699163,arc1,eval,75d1f18d81c38614d7d02b10716a965042c70da6,2,1,253.33333333333334,306.0,9.0,9.0
bf89d739,arc1,eval,6908dedc25afbbfe7e494e6f5e2e0564e7f199af,4,1,205.4,247.0,205.4,247.0
c074846d,arc1,eval,ed97626957794f66f67fd2d515eb77483e74c965,5,2,52.0,99.0,52.0,99.0
c1990cce,arc1,eval,d07ad767ca38e3a914992b55d165387a135ccb36,3,1,10.5,17.0,133.0,289.0
c3202e5a,arc1,eval,c48690983d59190c0cfe1c4b261c895eef709d71,3,1,607.0,841.0,21.0,25.0
c35c1b4c,arc1,eval,7d5d775388c25a37fa166214218dcff24dab221b,3,1,100.0,100.0,100.0,100.0
c48954c1,arc1,eval,a15c5b341238577b811688c9a8c65374fec52978,3,1,9.0,9.0,81.0,81.0
c62e2108,arc1,eval,2340e734763636dba57a836f0c1f9f59b5ded32d,3,1,446.0,576.0,446.0,576.0
c64f1187,arc1,eval,a8e1d30b0a8cac93e0b6d5d254767f8267a14c5d,2,1,342.0,360.0,107.0,121.0
c658a4bd,arc1,eval,f6ce9baf17f913494be951832b33e0e700a08c97,2,1,262.0,361.0,81.66666666666667,100.0
c663677b,arc1,eval,0d53880604c03b011f23f27dd50e6d3ae3c18b21,3,1,729.0,729.0,729.0,729.0
c6e1b8da,arc1,eval,22f4ef6356f88c4f77c2f5e283926fcf2d3cbef7,3,1,400.0,400.0,400.0,400.0
c7d4e6ad,arc1,eval,584bee5224bf6d923f993d9282c3529ccb180724,2,1,100.0,100.0,100.0,100.0
c87289bb,arc1,eval,0663aba4fd74206d940ffcfaf002851e53bf73ca,4,1,120.0,150.0,120.0,150.0
c8b7cc0f,arc1,eval,4b0ea9acf2f4941687510f034f8c00b0327ea717,3,1,73.0,81.0,9.0,9.0
c92b942c,arc1,eval,760532ba6f1840017e42814b9446612c178031ed,4,1,15.0,25.0,135.0,225.0
c97c0139,arc1,eval,2575ea5360a73bce444549215dc92eac19756397,2,1,394.6666666666667,462.0,394.6666666666667,462.0
ca8de6ea,arc1,eval,a15e9c0c6c96a2870a85e2c4eddd657602a1348f,3,1,25.0,25.0,9.0,9.0
ca8f78db,arc1,eval,fc438a8e4672906b3df370572ea495aa7e158e25,3,1,900.0,900.0,900.0,900.0
cad67732,arc1,eval,9c9b2675200fdefa7d2119e0fce4d4437abbc385,3,1,56.25,100.0,225.0,400.0
cb227835,arc1,eval,66f16811d486d55aa08341d4adf6914a19ced67b,3,1,168.25,182.0,168.25,182.0
ccd554ac,arc1,eval,5b9fb678476d0dcdee2ad286ec405d424978f2fb,6,1,11.857142857142858,25.0,190.14285714285714,625.0
cd3c21df,arc1,eval,7b1c0da8a545b7b721c4bfbb261a384b89c87b25,3,1,150.75,169.0,5.0,6.0
ce039d91,arc1,eval,396c465084af582758d5cca9d30c19927ed94974,4,1,100.0,100.0,100.0,100.0
ce8d95cc,arc1,eval,137c004f2d7af66d47af1dd7cc8f47f221afd746,4,1,127.6,156.0,34.6,63.0
cf133acc,arc1,eval,94044279b216a4654cb82d4256ed64ce66e29c93,3,1,225.0,225.0,225.0,225.0
cfb2ce5a,arc1,eval,ef5812b8aaaeeded42e9f98d6780adb10d8d35c8,3,1,100.0,100.0,100.0,100.0
d017b73f,arc1,eval,eadfcef848bd5964d94c7878db209c77b91f2307,4,1,31.8,33.0,24.0,27.0
d19f7514,arc1,eval,7498ed2a205256896098483f245a796f26125f14,4,1,48.0,48.0,24.0,24.0
d282b262,arc1,eval,46b3b494af54e4b7918f564dc8f0e3987a1c335b,3,1,225.0,225.0,225.0,225.0
d2acf2cb,arc1,eval,2dac63bf12cc4cb08713bc38f0dc703d0d92fa1d,3,1,72.0,90.0,72.0,90.0
d304284e,arc1,eval,eed5d13c25c3ccf439ba971e6e31dfbaf5a6d158,2,1,644.0,644.0,644.0,644.0
d37a1ef5,arc1,eval,a78e13e9176886a37f7601fb27866dd198958bab,3,1,130.0,156.0,130.0,156.0
d47aa2ff,arc1,eval,87a3f1ea01c9a7df43aae4d40bc6588f613aaf68,3,1,210.0,210.0,100.0,100.0
d492a647,arc1,eval,34634bf3c1980f996d85edbf85549cdd6f95c093,2,1,210.66666666666666,255.0,210.66666666666666,255.0
d4b1c2b1,arc1,eval,385b286be61aee7c4bfba0e649b20dd68a9b9303,7,1,9.0,9.0,72.0,225.0
d4c90558,arc1,eval,d7c09c3a8da932b3cb68ef280c8ecaf5bbb9a185,3,1,466.5,625.0,20.0,24.0
d56f2372,arc1,eval,7e99c87ac01017b5818c20868bf43cf781fb4c8e,3,1,387.25,440.0,32.75,54.0
d5c634a2,arc1,eval,3f6249ea3753d03daed64d8e020ae9b7e1582237,7,2,76.11111111111111,225.0,18.0,18.0
d931c21c,arc1,eval,4418b454d49e5a8b12a5ade3d76caf9bba845e2f,4,1,339.2,900.0,339.2,900.0
d94c3b52,arc1,eval,014d79cd38a5269f17452909a9d801a4839acffe,3,1,425.0,425.0,425.0,425.0
da2b0fe3,arc1,eval,1352d39215c0c1f79458117c5a6e863a24efca04,3,2,100.0,100.0,100.0,100.0
da515329,arc1,eval,cd7141f27c042d73c6fd44d3adb2fbd428df4a4b,3,1,390.0,676.0,390.0,676.0
dc2aa30b,arc1,eval,00b73b10f70b6d87076496386682731a2688f1e8,3,1,121.0,121.0,121.0,121.0
dc2e9a9d,arc1,eval,8e50e6c9c75263473cbc1cff4fc71f0dbfcc06b7,3,1,521.25,812.0,521.25,812.0
dd2401ed,arc1,eval,12a43ab31bfab5e5357f1f7581af8cf295082769,4,1,105.0,105.0,105.0,105.0
de493100,arc1,eval,93d1a586043fdd5e65fd5533f7f4f1d1862f498f,4,1,900.0,900.0,43.8,100.0
df8cc377,arc1,eval,db5d3a3ef7632b8c89035a8455e2377ae44aaa49,3,1,406.5,572.0,406.5,572.0
e0fb7511,arc1,eval,95f81cf17439dd11080392969c0a2c8ba60bd1e0,3,1,169.0,169.0,169.0,169.0
e133d23d,arc1,eval,2386e904e73d5c7d75a1a77e76cb3c64278a07a0,5,1,21.0,21.0,9.0,9.0
e1baa8a4,arc1,eval,ab7547e4b848221279fb85221fb7f8f64716b8cb,4,1,204.6,225.0,9.6,20.0
e1d2900e,arc1,eval,c28b77ca0eea12e0ccd2b908618fa574370070b4,3,1,707.5,900.0,707.5,900.0
e2092e0c,arc1,eval,2aaa06a5117d6d8c8b3739182dbbfb3706b76494,3,1,225.0,225.0,225.0,225.0
e21a174a,arc1,eval,1dac120441f275c4931ebc2ea078ff0e398687ed,3,2,113.2,169.0,113.2,169.0
e345f17b,arc1,eval,a374121baf4e91e407d5a8269f9bd805f493686f,4,2,32.0,32.0,16.0,16.0
e4075551,arc1,eval,6ffb6c6e3fa35e5fef9fca49446f0056ced84f76,3,1,221.25,240.0,221.25,240.0
e41c6fd3,arc1,eval,b73e1bcb6ff1c94519729bea7601d00181061875,3,1,427.25,510.0,427.25,510.0
e57337a4,arc1,eval,4c2f4dcf6f25caa0f93e98e44f0ffbca93aaaffe,3,1,225.0,225.0,9.0,9.0
e5790162,arc1,eval,a57b405eee20cfcbc0838ad37d788de78b0d2556,5,1,62.666666666666664,120.0,62.666666666666664,120.0
e5c44e8f,arc1,eval,35c08c2c13271b9f6b123c80b8c80ea6d49a8def,3,1,121.0,121.0,121.0,121.0
e619ca6e,arc1,eval,aa4ffa481f0985ef65aa51ce6d3765c902605ef9,3,1,746.5,841.0,746.5,841.0
e633a9e5,arc1,eval,a6b6a9a1790a36bf4fe96fd15741ef67aba4c079,3,1,9.0,9.0,25.0,25.0
e66aafb8,arc1,eval,906cdc340bbe721fd86fe1c4cd95f49eea68732a,5,1,576.0,576.0,26.166666666666668,42.0
e681b708,arc1,eval,c9dc32814d6374af9c08133fec9b93422db13fde,3,1,566.25,676.0,566.25,676.0
e69241bd,arc1,eval,fc2ea30940e8b9a90406a7765cf4a554f392e531,3,1,73.0,81.0,73.0,81.0
e6de6e8f,arc1,eval,650baff947e9cd424359ca1147f14740724d0f1a,3,1,24.0,24.0,56.0,56.0
e74e1818,arc1,eval,63f8c3ba74cd75c82950d446cbca4f5045ab826a,3,1,141.0,225.0,141.0,225.0
e760a62e,arc1,eval,ac159479531e50a98c54111d1ae624befe5dfc64,3,1,630.0,784.0,630.0,784.0
e7639916,arc1,eval,28ba6a108f47d69b8d3bf4496d690704e113b82d,3,1,155.25,200.0,155.25,200.0
e78887d1,arc1,eval,980ef97a53b32f941db0a48b84656b106e481c90,4,1,117.4,143.0,40.2,45.0
e7a25a18,arc1,eval,cdafae9d5bdff55c804b3d26f601c32555bb243a,2,1,196.0,196.0,78.66666666666667,100.0
e7b06bea,arc1,eval,f5db47475ae2a9a568947b25369ecdaf87a3863f,5,1,66.33333333333333,96.0,66.33333333333333,96.0
e7dd8335,arc1,eval,d81d25be85e52baf17d4ed4170d67fe74b2bf560,3,1,75.25,99.0,75.25,99.0
e872b94a,arc1,eval,88f64c0b593f774bdb5b954183ccbef48cb2c0fd,4,1,80.0,144.0,3.4,5.0
e88171ec,arc1,eval,a8ec96cf674fa1ab2df5fceade2e453239f21798,3,1,320.75,441.0,320.75,441.0
e95e3d8e,arc1,eval,8987a10bc5df7fd966ddd428c8e7d71ef83d43b0,3,1,484.0,484.0,484.0,484.0
e99362f0,arc1,eval,21f151f288b250f319517f305f14d1f75f0c3737,6,1,99.0,99.0,20.0,20.0
e9ac8c9e,arc1,eval,8a6ba28b9cec37bc9e267902099dedeb2c455af4,3,1,131.25,225.0,131.25,225.0
e9b4f6fc,arc1,eval,d969bd081550d8abde0f7f6a511603490ae1da36,4,1,169.0,169.0,31.8,49.0
e9bb6954,arc1,eval,b0b77aab00b754fe37cafc5d9fcb2d3f971aedf6,4,1,285.0,361.0,285.0,361.0
e9c9d9a1,arc1,eval,fede0a50de77e68e5a0530b395bc670d398c6a14,3,1,230.25,288.0,230.25,288.0
ea959feb,arc1,eval,61aed7e0f703b365a181e2c1b641629d203a0397,3,1,550.0,550.0,550.0,550.0
ea9794b1,arc1,eval,b7b435be7f16a5468da4f40a635a0ac3f9f0bf27,6,1,100.0,100.0,25.0,25.0
ecaa0ec1,arc1,eval,f3fbbf766577dd185987eff92f415d39def1b39c,4,1,114.4,121.0,114.4,121.0
ed74f2f2,arc1,eval,b43465d205d34db90a4076569ceef1860cf58eed,6,1,45.0,45.0,9.0,9.0
ed98d772,arc1,eval,9629f228a9fa47c570f8423c93e7f7efecaef8cc,5,1,9.0,9.0,36.0,36.0
ef26cbf6,arc1,eval,a4402004ca8fb439bd563ccd85ebc0d3b4a44f46,2,1,77.0,77.0,77.0,77.0
f0afb749,arc1,eval,3b2a7dfcefa714cd9e50282a0765e92c729df67e,3,1,18.5,36.0,74.0,144.0
f0df5ff0,arc1,eval,e47227775b9a8bbc03e30ede484e9de2a927a6b8,3,1,225.0,225.0,225.0,225.0
f21745ec,arc1,eval,0fa0095c7dd7f49cd8a6a282c5f99aac1daed9cf,3,1,448.0,506.0,448.0,506.0
f3b10344,arc1,eval,55e42d3e3c86a6dc6a4202476a9d8dcfe3126b9f,3,1,855.0,900.0,855.0,900.0
f3cdc58f,arc1,eval,487a7fffda793541ab55469c5445a1f07a851c09,3,1,100.0,100.0,100.0,100.0
f3e62deb,arc1,eval,f71aa85940bda5857a77f1244f66efecb50aff6a,6,2,100.0,100.0,100.0,100.0
f4081712,arc1,eval,fabc4ef63e9897d5e3ccfd2a5bf793edbd5ca170,5,1,576.0,576.0,30.333333333333332,56.0
f45f5ca7,arc1,eval,8800ea3eb9b9422f9009b1cc17f0543a49712fbf,3,1,100.0,100.0,100.0,100.0
f5aa3634,arc1,eval,9cf611663d483be39a3bf55d6b370553a7881639,3,1,193.75,225.0,11.25,12.0
f5c89df1,arc1,eval,db5a51fc8f7460c7fcbef52d2bc011766cf6e69f,3,1,169.0,169.0,169.0,169.0
f823c43c,arc1,eval,f4abc0cccc4617aa64e5a8443f4389b0e810295f,2,1,228.33333333333334,285.0,228.33333333333334,285.0
f83cb3f6,arc1,eval,2228c9b4e36527270325e2a8583a62afca9bec0b,3,1,159.5,170.0,159.5,170.0
f8be4b64,arc1,eval,d5b1972df7a4152c31e7fc4a4635740991c1acf7,4,1,370.8,900.0,370.8,900.0
f9a67cb5,arc1,eval,4e5d537a2d053c6fecc6b1e70f9da525941d292d,3,1,164.75,210.0,164.75,210.0
f9d67f8b,arc1,eval,77bb1b8c35e6f1fb2427d03583675e258881135a,4,1,900.0,900.0,900.0,900.0
fafd9572,arc1,eval,9136212b5226b32a5c277cc99104753a7eeeb88a,2,1,168.0,216.0,168.0,216.0
fb791726,arc1,eval,8d8d15d9ef6a5c7ae16156ac1dd8eed8af647cdb,3,1,27.5,49.0,110.0,196.0
fc754716,arc1,eval,65c7bc959c58a1106312e26ea99bfceea79fafbf,4,1,29.4,63.0,29.4,63.0
fd096ab6,arc1,eval,432e147822931a709f4d14bb77055b2c1e6da0ad,2,1,653.3333333333334,900.0,653.3333333333334,900.0
fd4b2b02,arc1,eval,1ae52a88bd5a782a0a6e7afaf94288b01dc49717,3,1,429.25,676.0,429.25,676.0
fe9372f3,arc1,eval,f1f1ba45bca20930658318671f48285e6d6d691f,2,1,247.33333333333334,510.0,247.33333333333334,510.0
fea12743,arc1,eval,3a68ea52ffb52c9dacd983a8b678d8c122cc61fd,3,1,176.0,176.0,176.0,176.0
ff72ca3e,arc1,eval,5ba7b9aa3e301b07e779d34dd4a0927475370873,4,1,196.2,600.0,196.2,600.0
00576224,arc2,train,222e64b929c0596823e9d44f84afd7449aed3c7c,2,1,4.0,4.0,36.0,36.0
007bbfb7,arc2,train,bcc8208e85004eedd408f918e3fe69a2aaee43ca,5,1,9.0,9.0,81.0,81.0
009d5c81,arc2,train,ddd0cb7a7afe4a159d51535b88d559b940542fc7,5,1,196.0,196.0,196.0,196.0
00d62c1b,arc2,train,fbca6d537e665de2272dc735f61d648741f42ad3,5,1,189.33333333333334,400.0,189.33333333333334,400.0
00dbd492,arc2,train,76e48c51c482896a8cb24d7e000a145527697c6f,4,1,184.8,400.0,184.8,400.0
017c7c7b,arc2,train,8d4df95fa84d93668930ea94fe9a92a0ee5a00ba,3,1,18.0,18.0,27.0,27.0
025d127b,arc2,train,b199a2e7a1d376ed674e804b513b1a8ad9642223,2,1,99.33333333333333,126.0,99.33333333333333,126.0
03560426,arc2,train,c99fa8abc43994ae7e99957fd4efaeee364ac404,3,1,100.0,100.0,100.0,100.0
045e512c,arc2,train,e4a3d64d8baafcee4ba066e6bbd683be22231c8a,3,1,441.0,441.0,441.0,441.0
0520fde7,arc2,train,dd36790f02889e9c480928ac65190c157b14264d,3,1,21.0,21.0,9.0,9.0
05269061,arc2,train,2027a713e5003d764a37ac8c402f5523d7ae3b65,3,1,49.0,49.0,49.0,49.0
05a7bcf2,arc2,train,513ade58bbe7518327d9f1003274debc39a96539,3,1,900.0,900.0,900.0,900.0
05f2a901,arc2,train,d178fec4424a2bf071657e3c936da143e155e3ed,3,1,109.0,126.0,109.0,126.0
0607ce86,arc2,train,0254ef2cee721ecf587d7a8f95c46cf59bae522e,3,1,495.0,528.0,495.0,528.0
0692e18c,arc2,train,47157fe0720a539a0eab1d853c86462f4f9cfcc3,3,1,9.0,9.0,81.0,81.0
06df4c85,arc2,train,6a712fac19fbba8712bb3d52a3c2770300480566,3,1,533.5,676.0,533.5,676.0
070dd51e,arc2,train,b9fcd3763a9f2f6a0589698a16aae7863cd3a150,2,1,400.0,600.0,400.0,600.0
08ed6ac7,arc2,train,0828f773db88d0088b1b5cdc797d74d20f003a81,2,1,81.0,81.0,81.0,81.0
09629e4f,arc2,train,e73284b31002a8db3221b7b03633491655681899,4,1,121.0,121.0,121.0,121.0
0962bcdd,arc2,train,5bbade3566ac7593356d7f4f31e97cbdc3ac2cdd,2,1,144.0,144.0,144.0,144.0
09c534e7,arc2,train,233f3bc8e1ceca2249b90e29eafa548857970620,3,1,631.0,900.0,631.0,900.0
0a1d4ef5,arc2,train,36e7bafd7f673a9878dced125d68c0d165d9ba49,3,1,900.0,900.0,9.0,12.0
0a2355a6,arc2,train,bb9cebd3d42b113056b9ee67e482f55cb44195f8,4,1,182.8,255.0,182.8,255.0
0a938d79,arc2,train,a8ab1f83977e96764ab9291998c2c66520298d9e,4,1,219.6,297.0,219.6,297.0
0b148d64,arc2,train,9dfae76d4b79298cf829404dfee6296cce5f95aa,3,1,340.25,441.0,63.25,100.0
0b17323b,arc2,train,b287d1aa46ee809eba9dc9637053087325c8fc5d,2,1,225.0,225.0,225.0,225.0
0bb8deee,arc2,train,914916ffbac581ae19ae7cf9145e1dda578736c7,3,1,181.25,195.0,36.0,36.0
0becf7df,arc2,train,40c408799d8300af78a508bf6b4ec1f861538e1d,3,1,100.0,100.0,100.0,100.0
0c786b71,arc2,train,35ae897deb9912142c435e05900482a88fb95fe6,3,1,12.0,12.0,48.0,48.0
0c9aba6e,arc2,train,dda03f41dec94a5e42356726481a867207fcc2fe,4,1,52.0,52.0,24.0,24.0
0ca9ddb6,arc2,train,2600caee195630240804fd773dd911f7f0d82422,3,1,81.0,81.0,81.0,81.0
0d3d703e,arc2,train,b37cf7f88e6a20f60e68898d3e34089ec01e0b94,4,1,9.0,9.0,9.0,9.0
0d87d2a6,arc2,train,16471461a225b7d0c315c3e4543370ffef222703,3,1,339.25,575.0,339.25,575.0
0e206a2e,arc2,train,9785904b325576535c06a7a55e46aed6c7741e51,3,1,285.5,456.0,285.5,456.0
0e671a1a,arc2,train,aa36da6ca9a62b56d69efe45e4d9aa9304b2946d,4,1,169.0,169.0,169.0,169.0
0f63c0b9,arc2,train,ab153a5fa9ad6d9f3c50eb9e8be9a212758e51d1,4,1,225.0,225.0,225.0,225.0
103eff5b,arc2,train,5cd6c26c68ae47db0e12b2603a1bb155fb8d407e,2,1,330.6666666666667,416.0,330.6666666666667,416.0
10fcaaa3,arc2,train,ec1e43654d6123c648eb280e914897d21eeda8c5,4,1,16.2,30.0,64.8,120.0
11852cab,arc2,train,41d34a664bd5badcd6b5a819d60a929eefc947ab,3,1,100.0,100.0,100.0,100.0
1190bc91,arc2,train,25a0a35a7ec0d22b0355912ae1712bda2bc28e21,3,1,70.0,100.0,70.0,100.0
1190e5a7,arc2,train,3b6f370443b886236cbf4ee62692fd4309f82d31,3,1,389.75,729.0,14.75,30.0
11dc524f,arc2,train,23bc9e63ce7b7db1a797c407c1799b03f5a8ca57,3,1,169.0,169.0,169.0,169.0
11e1fe23,arc2,train,50e25e12ceb52699ff10786e4f44c4d0ea4544d7,2,1,140.0,168.0,140.0,168.0
12422b43,arc2,train,febb4d3db074aeaf045499183bbe209225e19fea,5,1,55.666666666666664,78.0,55.666666666666664,78.0
12997ef3,arc2,train,08ee66b4a3ae9c7261baec3e8c645f87893ee3d9,4,2,117.33333333333333,154.0,27.0,36.0
12eac192,arc2,train,9362e85173914016ec14c530044a3b2dfda758c3,4,1,48.2,72.0,48.2,72.0
13713586,arc2,train,3c44801eaab7a892891e696cc064f3b2eed558b8,3,1,285.75,342.0,285.75,342.0
137eaa0f,arc2,train,28178dc906fe7ea37d5fdcae0d9de9b297aa6780,3,1,121.0,121.0,9.0,9.0
137f0df0,arc2,train,357f8c33d298d678f5fda832a34f72fd087f598e,3,1,100.0,100.0,100.0,100.0
13f06aa5,arc2,train,3c129fe63bbeb6845ee3d3b4830cb3b9edda84d1,3,1,186.5,255.0,186.5,255.0
140c817e,arc2,train,ecb620a57241f9ede806312f7d25224f8643667f,3,1,141.75,196.0,141.75,196.0
14754a24,arc2,train,afa2152161c238b5f3f74924c49ebe3b538d60c2,4,1,282.2,361.0,282.2,361.0
1478ab18,arc2,train,e9384aba93edc20ee32ee5d2c726c2000d567d44,3,1,64.0,64.0,64.0,64.0
14b8e18c,arc2,train,2a8f4141a9eb9f264cc317bf62d6f18d06e25b1a,3,1,100.0,100.0,100.0,100.0
150deff5,arc2,train,9752040291cc7a6c9719bd3e1dc925a9059eb8e5,3,1,84.75,99.0,84.75,99.0
15113be4,arc2,train,4b36a1278d52bc55ed4dd9848ea01eb1f88b2df5,3,1,529.0,529.0,529.0,529.0
15660dd6,arc2,train,7addf26ea155b661bc2a0031dcfa43457a08d682,2,1,541.3333333333334,638.0,136.0,162.0
15663ba9,arc2,train,38715eb1a1bdc84e5874ac35da213eb688c84526,3,1,203.25,240.0,203.25,240.0
15696249,arc2,train,06c07e76f384d9aa94c395577c4caa034fbd334b,4,1,9.0,9.0,81.0,81.0
17829a00,arc2,train,bc4efc935d0fddf37516605280d41e595a5e4a29,2,1,256.0,256.0,256.0,256.0
178fcbfb,arc2,train,ae3b193f6d196b1428bfc7983dfed5206ed0c24f,3,1,100.75,132.0,100.75,132.0
17b80ad2,arc2,train,5eaeffa15eaaa43aafd7de5ac946f19760ea771d,4,1,188.0,289.0,188.0,289.0
17b866bd,arc2,train,317b4fcc89230d893df9940a94081fd7759c2e1b,2,2,296.0,336.0,296.0,336.0
17cae0c1,arc2,train,f9478bd8e21e30e5676cbaf57ddaf929e2d5c5a1,4,1,27.0,27.0,27.0,27.0
18286ef8,arc2,train,aba58df6be3937b55c15b2d32646756005a684d1,3,1,198.5,361.0,198.5,361.0
182e5d0f,arc2,train,07c005227aad5599039643aa937758f035f02a5f,3,1,147.5,196.0,147.5,196.0
18419cfa,arc2,train,99fd48fb51baaf4d367d5b64b6611ad3c6cd030d,3,1,442.5,728.0,442.5,728.0
18447a8d,arc2,train,40b6d0e082f2a720efb14898519e81318f62a6d7,3,1,154.0,187.0,154.0,187.0
184a9768,arc2,train,b97fef1d1d2d861da33981e0680fc268e27c14bf,3,1,493.25,650.0,493.25,650.0
195ba7dc,arc2,train,e1384dd4d1d17be1dfe920690696858058657186,4,1,65.0,65.0,30.0,30.0
1990f7a8,arc2,train,b48b6f35bf513841209bad07a291b642b8a2b23c,3,1,353.25,529.0,49.0,49.0
19bb5feb,arc2,train,74214bec9dff0d2eb63b149ab1b2dbeb77b758eb,3,1,217.25,240.0,4.0,4.0
1a07d186,arc2,train,1089f6f83da8c27870bd8ffe14f64b601077ad71,3,1,321.5,494.0,321.5,494.0
1a244afd,arc2,train,4c59c088c2080f8dc5e78d126d260c41059348a3,3,1,169.0,256.0,169.0,256.0
1a2e2828,arc2,train,44f5561dc64fdf9e7a020f9fb4da0a70abeff74e,5,1,100.0,143.0,1.0,1.0
1a6449f1,arc2,train,394bd03e4bf2c9a75e557707c17edd422e690296,3,1,466.75,675.0,60.5,100.0
1acc24af,arc2,train,51d59c40cf1a38701fd4a812d0374ae10c24c6f9,4,1,144.0,144.0,144.0,144.0
1b2d62fb,arc2,train,c9170285415fc49e6af8fd7b2f107fd0e86de2a6,5,1,35.0,35.0,15.0,15.0
1b59e163,arc2,train,84368c79db7027e27c1e8cfe46a781243006e2b1,2,1,324.0,324.0,324.0,324.0
1b60fb0c,arc2,train,a7910b1f0b63c13c56c9257910f96efeb185f3b9,3,1,100.0,100.0,100.0,100.0
1b8318e3,arc2,train,fcc60d153056f44f373d796f27c56c6d19d03f54,3,1,193.75,225.0,193.75,225.0
1be83260,arc2,train,2846876bc139d8689d025c331c0142f28b8edac9,2,2,464.25,729.0,289.0,529.0
1bfc4729,arc2,train,64278e2cf1c418f24ed517d22b2263b8c49805e0,2,1,100.0,100.0,100.0,100.0
1c02dbbe,arc2,train,3866727bfabd44fa5444b93c50cfc4524edc623a,3,1,225.0,225.0,225.0,225.0
1c0d0a4b,arc2,train,251db2e26799704670c0bc9d25cdc11e31fac7a9,3,1,108.0,169.0,108.0,169.0
1c56ad9f,arc2,train,f50eea353e4b6b525597439da1c10cc4e0077b4d,4,1,213.4,225.0,213.4,225.0
1c786137,arc2,train,91a623aff507cd0ca20948a67edec745ecf0401b,3,1,317.25,483.0,53.75,80.0
1caeab9d,arc2,train,47a2c679f35121eef18b3828fe0ff28f206567e9,3,1,75.0,100.0,75.0,100.0
1cf80156,arc2,train,65b7fc8336a609dc3ceb01c15d8bf85290351847,3,1,135.0,144.0,17.5,24.0
1d0a4b61,arc2,train,275ee5d4e109de698ea36c0daf6984a10fdd22b3,3,1,625.0,625.0,625.0,625.0
1d398264,arc2,train,ca04d4f554729f8b7ce4efd59e2f1fc66ed2cb08,3,2,225.0,400.0,225.0,400.0
1d61978c,arc2,train,5df89eef8f3bbd67769e761f71866774ebf5688c,2,1,256.0,256.0,256.0,256.0
1da012fc,arc2,train,8f99559249a5ba6354795197d61415f6f5ae8ab3,2,1,391.0,475.0,391.0,475.0
1e0a9b12,arc2,train,8129e77e89091198f4e7ea48a45591689baddfee,3,1,25.5,36.0,25.5,36.0
1e32b0e9,arc2,train,310047cd9bf71b47dbc8c70e9ddc4035fc1ab62f,3,1,289.0,289.0,289.0,289.0
1e5d6875,arc2,train,036b8defdec6e340a94612ad93ebc2f8afc1716c,2,1,128.0,256.0,128.0,256.0
1e81d6f9,arc2,train,34572a76f3f8e1ea1cd972fc9315a7686c65d895,3,1,225.0,225.0,225.0,225.0
1efba499,arc2,train,634265ac24eb380ef5e556d5828eebe119676774,3,1,156.0,168.0,156.0,168.0
1f0c79e5,arc2,train,8af592206667bd41717e95ec1393cb8a9512e658,4,1,81.0,81.0,81.0,81.0
1f642eb9,arc2,train,4ebaf8e40f18d2da1c44ca0232a0ecc21147e6fc,3,1,100.0,100.0,100.0,100.0
1f85a75f,arc2,train,8ef040263f01f63905360db934bdbf70701a08b7,2,1,900.0,900.0,13.333333333333334,16.0
1f876c06,arc2,train,07b8757b4ec3208fbce64d43e803109552893850,3,1,100.0,100.0,100.0,100.0
1fad071e,arc2,train,eeebe88b91c3ec9c022290f932c63e7ac8a902b5,3,1,81.0,81.0,5.0,5.0
2013d3e2,arc2,train,f730a45d0debf6fef589af36db5496c53e259d75,2,1,100.0,100.0,9.0,9.0
2037f2c7,arc2,train,b795fdad5e59df3c100fccc479e14609cac515db,3,1,571.0,625.0,21.25,32.0
2072aba6,arc2,train,90dc921457fd84c5c9e940e06adb88d0e6235f52,3,1,9.0,9.0,36.0,36.0
20818e16,arc2,train,ebccb02ddfdc007730666444e88cca5b36fa0286,3,1,232.75,256.0,56.5,64.0
20981f0e,arc2,train,6a2859b5d8f2f3f83a3253817a857142b4196d76,3,1,215.5,247.0,215.5,247.0
20fb2937,arc2,train,1c1059a3698e67b9213be66c17228e393d3c747f,2,1,220.0,220.0,143.0,143.0
212895b5,arc2,train,558dcc4a1844525c16f3a8f84ea5646c33609776,3,1,373.25,483.0,373.25,483.0
21f83797,arc2,train,a8d1b20a5aa9ffa76b41f040eea6ff3a9721753f,2,1,169.0,169.0,169.0,169.0
2204b7a8,arc2,train,fa2b22e9a0f673958629df029d6a6be973898f5e,3,1,100.0,100.0,100.0,100.0
22168020,arc2,train,d70858b9ab373a3cbb7504be1c8065b0d698fb19,3,1,100.0,100.0,100.0,100.0
22208ba4,arc2,train,05455ba95df67f5afa1e656c43a690bef5cea81a,4,1,226.8,330.0,226.8,330.0
22233c11,arc2,train,1730e29b3728918ad0350809558f27feea3a173a,3,1,100.0,100.0,100.0,100.0
22425bda,arc2,train,410664f0ea2f89bf42b434d6ba616a9a84939291,4,1,161.0,256.0,4.0,6.0
22806e14,arc2,train,4489958a0de3a5de3efd502cd64f281db7641cb3,3,1,256.0,256.0,256.0,256.0
2281f1f4,arc2,train,541f9cb23030ee7578c162a682d1c988f3481901,3,1,100.0,100.0,100.0,100.0
