task_id,source_bytes,total_lines,nonblank_lines,comment_lines,token_count,ast_node_count,function_count,call_count_static,comprehension_count,branch_node_count,return_count,name_load_count,constant_count,assignment_node_count,cyclomatic_complexity,max_nesting_depth,max_line_length,mean_line_length,gzip_bytes,halstead_distinct_operators,halstead_distinct_operands,halstead_total_operators,halstead_total_operands,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,dynamic_status,input_cells_total,output_cells_total,elapsed_ms_total,elapsed_ms_per_test,opcode_count_dynamic,branch_opcode_count_dynamic,python_call_count_dynamic,peak_memory_bytes,current_memory_bytes,opcode_per_input_cell,elapsed_ms_per_input_cell,branch_opcode_per_input_cell,python_calls_per_input_cell,distinct_function_count_dynamic,expanded_source_bytes,expanded_function_inventory_count,expanded_constant_count,expanded_function_inventory,expanded_constant_inventory,complexity_pc1_score,log1p_opcode_count_dynamic,log1p_branch_opcode_count_dynamic,log1p_python_call_count_dynamic,log1p_elapsed_ms_total,log1p_elapsed_ms_per_test,log1p_peak_memory_bytes,log1p_ast_node_count,log1p_cyclomatic_complexity
ce4f8723,1928,85,73,1,546,480,9,31,6,5,12,136,25,14,15,3,95,21.682353,776,23.0,72.0,230.0,199.0,95.0,429.0,2818.468055973977,31.78472222222222,89584.22425133952,ok,180,80,6.426,6.426,4711,1097,310,8856,4152,26.17222222222222,0.0357,6.094444444444444,1.7222222222222223,10,1928,8,3,intersection|astuple|ofcolor|toindices|fill|canvas|tophalf|bottomhalf,ZERO|THREE|FOUR,-4.040207831975956,8.457867725331422,7.001245622069476,5.739792912179234,2.0049873557548885,2.0049873557548885,9.088963385809583,6.175867270105761,2.772588722239781
ce602527,5016,199,174,1,1330,1133,24,88,16,12,35,327,46,18,34,2,103,24.20603,1506,23.0,138.0,583.0,474.0,161.0,1057.0,7748.77914016715,39.5,306076.77603660244,ok,1515,82,152.2275,152.2275,102298,29778,4011,43096,24104,67.52343234323432,0.10048019801980197,19.655445544554457,2.6475247524752477,30,5016,23,1,order|argmax|last|remove|compose|chain|rbind|mostcolor|height|width|shape|ulcorner|lrcorner|crop|toindices|fgpartition|uppermost|lowermost|leftmost|rightmost|palette|vmirror|subgrid,TWO,1.1506835383858132,11.535655176720875,10.30155872609058,8.297045149081827,5.03192374511404,5.03192374511404,10.671208668100814,7.033506484287697,3.5553480614894135
ce9e57f2,3633,138,122,1,1035,957,12,58,11,18,17,280,38,25,40,5,103,25.326087,1293,29.0,116.0,466.0,379.0,145.0,845.0,6067.02318106262,47.375,287425.22320284165,ok,315,315,61.3296,61.3296,45385,9791,1387,22044,7236,144.0793650793651,0.19469714285714285,31.082539682539682,4.4031746031746035,17,3633,11,4,add|merge|fork|apply|mapply|mostcolor|asindices|toindices|objects|fill|switch,F|T|TWO|EIGHT,0.22391111361276006,10.722958966429568,9.189321004752108,7.23561914106675,4.132436433344688,4.132436433344688,10.000841097792039,6.86484777797086,3.713572066704308
cf98881b,2063,86,74,1,611,569,9,38,7,4,11,164,27,17,16,2,95,22.988372,813,22.0,78.0,267.0,230.0,100.0,497.0,3301.996526318038,32.43589743589744,107103.22066134149,ok,336,96,10.1001,10.1001,9705,2016,450,12000,8384,28.883928571428573,0.030059821428571425,6.0,1.3392857142857142,10,2063,8,3,first|last|remove|ofcolor|crop|toindices|fill|hsplit,THREE|FOUR|NINE,-3.5273308431241155,9.18049952996516,7.6093665379542115,6.111467339502679,2.4069541172867166,2.4069541172867166,9.392745258631441,6.345636360828596,2.833213344056216
d037b0a7,3635,138,123,1,1030,937,12,55,8,17,17,269,38,26,35,5,103,25.34058,1284,29.0,121.0,462.0,376.0,150.0,838.0,6057.750062635548,45.05785123966942,272949.2011693306,ok,36,36,43.1881,43.1881,28953,6547,2104,24998,4550,804.25,1.1996694444444445,181.86111111111111,58.44444444444444,26,3635,11,3,add|merge|compose|rbind|fork|apply|mapply|mostcolor|asindices|objects|paint,F|T|DOWN,-0.0726623821316007,10.273463642713988,8.786914938491025,7.652070746116482,3.7884555220653118,3.7884555220653118,10.126591103050316,6.843749949006225,3.58351893845611
d06dbe63,5695,241,208,1,1693,1552,23,106,17,19,40,452,70,44,44,5,95,22.630705,1718,24.0,159.0,747.0,617.0,183.0,1364.0,10251.414579419434,46.56603773584905,477367.7581510785,ok,507,507,25.0557,25.0557,22035,5490,900,29968,19648,43.46153846153846,0.049419526627218935,10.828402366863905,1.7751479289940828,26,5695,22,10,subtract|combine|merge|toivec|interval|astuple|lbind|apply|mapply|height|width|ofcolor|toindices|shift|uppermost|lowermost|leftmost|rightmost|rot180|fill|center|connect,ZERO|ONE|TWO|FIVE|EIGHT|NEG_TWO|DOWN|ORIGIN|ZERO_BY_TWO|TWO_BY_ZERO,1.3833375270642927,10.000432758592607,8.610865667278873,6.803505257608338,3.2602365542447695,3.2602365542447695,10.307918793053995,7.347943823148687,3.8066624897703196
d07ae81c,8249,334,292,1,2341,2110,35,135,18,24,46,597,112,57,59,5,126,23.697605,2316,33.0,205.0,1037.0,858.0,238.0,1895.0,14960.679661468554,69.05853658536586,1033162.643743465,ok,944,944,457.5671,457.5671,280669,57821,7633,145444,28636,297.3188559322034,0.48471091101694913,61.251059322033896,8.085805084745763,39,8249,34,7,add|equality|intersection|difference|merge|first|last|remove|other|branch|compose|rbind|fork|apply|mapply|mostcolor|height|width|sizefilter|asindices|ofcolor|toindices|dneighbors|ineighbors|neighbors|objects|uppermost|lowermost|leftmost|rightmost|color|toobject|fill|center,F|T|ONE|UNITY|NEG_UNITY|UP_RIGHT|DOWN_LEFT,4.595982958659212,12.54493488097039,10.965124605079343,8.940367233305174,6.128106627771862,6.128106627771862,11.887553287258225,7.65491704784832,4.0943445622221
d0f5fe59,4147,158,140,1,1247,1189,12,70,13,22,22,337,59,34,44,5,103,25.246835,1431,28.0,121.0,571.0,454.0,149.0,1025.0,7399.647733473716,52.52892561983471,388695.5454046193,ok,580,54,60.2266,60.2266,43387,9903,1001,24902,9150,74.8051724137931,0.10383896551724138,17.074137931034482,1.7258620689655173,13,4147,11,6,add|size|astuple|mostcolor|asindices|toindices|objects|fill|canvas|connect|shoot,F|T|ZERO|EIGHT|ORIGIN|UNITY,0.49088677785860824,10.677938184160109,9.200693994924377,6.90975328164481,4.114581735612325,4.114581735612325,10.122743557123146,7.081708586105575,3.8066624897703196
d10ecb37,414,18,14,1,124,102,2,2,1,0,2,22,11,3,2,1,87,22.0,284,14.0,23.0,54.0,46.0,37.0,100.0,520.945336562895,14.0,7293.23471188053,ok,204,16,0.4017,0.4017,260,20,20,4746,2298,1.2745098039215685,0.0019691176470588235,0.09803921568627451,0.09803921568627451,3,414,1,2,crop,ORIGIN|TWO_BY_TWO,-12.049837398041822,5.564520407322694,3.044522437723423,3.044522437723423,0.337685785686875,0.337685785686875,8.465268118551318,4.634728988229636,1.0986122886681098
d13f3404,4094,161,142,1,1164,1047,14,61,10,18,20,298,48,30,38,5,103,24.428571,1434,29.0,133.0,518.0,423.0,162.0,941.0,6906.798852714432,46.11654135338346,318517.6749107065,ok,36,144,50.868,50.868,34200,7642,2512,26602,6138,950.0,1.413,212.27777777777777,69.77777777777777,28,4094,13,5,add|merge|astuple|compose|rbind|fork|apply|mapply|mostcolor|asindices|objects|paint|canvas,F|T|ZERO|SIX|UNITY,0.6275076108574215,10.440010162389305,8.941545475242885,7.829232537543592,3.948702029686638,3.948702029686638,10.188779270365272,6.954638864880987,3.6635616461296463
d22278a0,5014,186,170,1,1443,1345,14,90,8,19,21,421,40,55,37,5,103,25.956989,1633,29.0,170.0,645.0,548.0,199.0,1193.0,9110.493172308574,46.741176470588236,425835.16910096427,ok,751,751,14298.233,14298.233,9257285,968700,891721,102102,37966,12326.61118508655,19.038925432756326,1289.8801597869508,1187.3781624500666,43,5014,13,2,add|merge|compose|chain|rbind|lbind|fork|apply|mapply|mostcolor|asindices|objects|paint,F|T,5.770156177342862,16.0409214751106,13.783711277725288,13.700909703793503,9.56796117844588,9.56796117844588,11.53373738667897,7.204892510204673,3.6375861597263857
d23f8c26,2238,92,80,1,607,526,11,41,7,7,15,149,26,11,18,2,83,23.326087,862,23.0,82.0,259.0,220.0,105.0,479.0,3216.1236029620727,30.853658536585368,99229.17945724445,ok,108,108,13.2377,13.2377,8690,1424,720,11850,4034,80.46296296296296,0.1225712962962963,13.185185185185185,6.666666666666667,13,2238,10,1,halve|sfilter|compose|matcher|width|asindices|toindices|leftmost|rightmost|fill,ZERO,-3.159117526531208,9.07004328643746,7.261927092702751,6.580639137284949,2.6558933760846455,2.6558933760846455,9.380167531188448,6.267200548541362,2.9444389791664403
d2abd087,3625,140,123,1,1014,934,12,58,9,17,17,272,39,28,37,5,103,24.892857,1286,29.0,122.0,451.0,371.0,151.0,822.0,5949.968695725214,44.09426229508197,262359.48031683435,ok,400,400,92.5077,92.5077,47908,10327,1139,26240,8896,119.77,0.23126925,25.8175,2.8475,16,3625,11,5,add|merge|sfilter|mfilter|compose|matcher|mostcolor|asindices|toindices|objects|fill,F|T|ONE|TWO|SIX,0.27465908877685763,10.777058657190121,9.242613932526478,7.038783541388542,4.538043785845001,4.538043785845001,10.175078352087965,6.840546529288687,3.6375861597263857
d364b489,1626,74,60,1,523,497,5,31,6,6,9,147,24,22,16,2,95,20.972973,686,20.0,68.0,230.0,195.0,88.0,425.0,2745.2584379208515,28.676470588235293,78724.32285214207,ok,300,300,12.2772,12.2772,8879,2254,411,11892,5348,29.596666666666668,0.040924,7.513333333333334,1.37,6,1626,4,9,ofcolor|toindices|shift|fill,ONE|TWO|SIX|SEVEN|EIGHT|DOWN|RIGHT|UP|LEFT,-3.9687171996603228,9.091556835986216,7.720905251936779,6.021023349349527,2.586048278444205,2.586048278444205,9.383705270727246,6.210600077024653,2.833213344056216
d406998b,2109,82,71,1,597,540,9,44,8,6,13,158,19,12,19,2,95,24.719512,823,21.0,79.0,268.0,215.0,100.0,483.0,3208.982539661192,28.575949367088604,91699.72257322962,ok,198,198,8.3883,8.3883,6472,1284,428,9896,6080,32.686868686868685,0.04236515151515151,6.484848484848484,2.1616161616161618,11,2109,8,2,sfilter|compose|ofcolor|ulcorner|lrcorner|toindices|vmirror|fill,THREE|FIVE,-3.507187913513761,8.77539495854551,7.158513997329321,6.061456918928017,2.2394642331663173,2.2394642331663173,9.199986959896691,6.293419278846481,2.995732273553991
d43fd935,4305,161,143,1,1201,1108,14,68,11,17,19,331,40,34,42,5,103,25.73913,1473,29.0,139.0,535.0,447.0,168.0,982.0,7259.255709168743,46.6294964028777,338495.4379782533,ok,400,400,106.2029,106.2029,71112,12861,3995,21336,6860,177.78,0.26550725,32.1525,9.9875,35,4305,13,4,add|merge|sfilter|rbind|fork|apply|mapply|mostcolor|sizefilter|asindices|ofcolor|objects|paint,F|T|ONE|THREE,1.0511055457494527,11.172025440146859,9.462032506694808,8.293049139768444,4.674723300509602,4.674723300509602,9.968197933904884,7.011213987350367,3.7612001156935624
d4469b4b,2463,115,96,1,699,589,11,39,8,7,15,173,33,21,19,3,94,20.417391,1001,23.0,98.0,291.0,255.0,121.0,546.0,3777.6993275519285,29.9234693877551,113041.87018414316,ok,225,81,30.0922,15.0461,20456,5229,945,12986,3906,90.91555555555556,0.1337431111111111,23.24,4.2,16,2463,10,8,equality|first|remove|other|branch|fork|toindices|palette|fill|canvas,ZERO|ONE|TWO|FIVE|RIGHT|UNITY|TWO_BY_TWO|THREE_BY_THREE,-2.2593274150937517,9.926080401188763,8.56216655705897,6.852242569051878,3.43695698387012,2.775465829394807,9.471704136110091,6.380122536899765,2.995732273553991
d4a91cb9,2591,108,95,1,805,763,10,54,10,10,16,234,23,25,25,5,103,22.990741,972,22.0,95.0,357.0,300.0,117.0,657.0,4513.829620766297,34.73684210526316,156796.18682661874,ok,496,496,18.8436,18.8436,15477,5220,234,20794,14490,31.203629032258064,0.03799112903225806,10.524193548387096,0.4717741935483871,11,2591,9,3,combine|first|last|astuple|mostcolor|ofcolor|toindices|underfill|connect,TWO|FOUR|EIGHT,-1.4912743793099617,9.647174939830405,8.560444233410552,5.459585514144159,2.9878815370092773,2.9878815370092773,9.942467852177012,6.638567789166521,3.258096538021482
d4f3cd78,5011,194,171,1,1475,1399,21,100,18,20,34,401,65,31,44,5,95,24.829897,1438,28.0,122.0,664.0,541.0,150.0,1205.0,8710.726522047536,62.08196721311475,540779.0383441643,ok,300,300,20.9646,20.9646,15857,3982,983,19900,11084,52.85666666666667,0.069882,13.273333333333333,3.276666666666667,22,5011,20,2,difference|first|height|width|ofcolor|ulcorner|lrcorner|toindices|uppermost|lowermost|leftmost|rightmost|fill|center|position|connect|backdrop|delta|box|shoot,FIVE|EIGHT,0.7319599597198485,9.671429383832344,8.289790583181643,6.891625897052253,3.0894320664720314,3.0894320664720314,9.898525260706313,7.24422751560335,3.8066624897703196
d511f180,360,18,14,1,114,93,2,3,2,1,2,28,3,3,5,2,95,19.0,266,19.0,23.0,46.0,44.0,42.0,90.0,485.30856805008847,18.17391304347826,8819.95571499726,ok,59,59,1.7119,1.7119,1298,302,101,4774,2342,22.0,0.029015254237288134,5.11864406779661,1.7118644067796611,3,360,1,2,switch,FIVE|EIGHT,-10.287977920632072,7.1693500166706,5.713732805509369,4.624972813284271,0.9976494962419754,0.9976494962419754,8.471149252914831,4.543294782270004,1.791759469228055
d5d6de2d,4023,155,136,1,1111,1017,14,64,13,18,19,299,41,28,43,5,103,24.954839,1387,30.0,127.0,492.0,408.0,157.0,900.0,6565.158674002464,48.188976377952756,316368.27625901636,ok,1150,1150,183.6045,91.80225,112249,26794,5771,70624,32640,97.60782608695652,0.15965608695652175,23.299130434782608,5.018260869565218,27,4023,13,5,add|difference|merge|sfilter|compose|apply|mapply|mostcolor|asindices|toindices|objects|fill|replace,F|T|ZERO|TWO|THREE,1.4805760839836115,11.628483805604501,10.19597058192895,8.660773919893762,5.218215698803056,4.530470885187888,11.165139468448743,6.925595197110468,3.784189633918261
d631b094,1633,73,62,1,430,347,9,23,6,2,11,102,16,8,13,3,95,21.369863,666,20.0,66.0,176.0,155.0,86.0,331.0,2127.0936338063943,23.484848484848484,49954.471703028954,ok,45,15,2.4463,2.4463,1757,420,105,6244,3076,39.044444444444444,0.05436222222222222,9.333333333333334,2.3333333333333335,10,1633,8,2,size|first|remove|other|astuple|ofcolor|palette|canvas,ZERO|ONE,-5.734188508509913,7.471932078245122,6.042632833682381,4.663439094112067,1.2373011917743795,1.2373011917743795,8.739536422559677,5.8522024797744745,2.6390573296152584
d687bc17,5678,219,196,1,1591,1428,20,93,14,23,29,421,52,39,51,5,103,24.926941,1733,30.0,159.0,704.0,584.0,189.0,1288.0,9740.168242396741,55.09433962264151,536628.1371282734,ok,686,686,333.0098,333.0098,221093,42062,14499,40942,21270,322.2930029154519,0.48543702623906704,61.31486880466473,21.135568513119534,39,5678,19,3,add|difference|merge|sfilter|compose|chain|rbind|lbind|fork|apply|mapply|mostcolor|sizefilter|asindices|toindices|objects|fill|paint|cover,F|T|ONE,3.0001730023197117,12.306343229435258,10.646923773389242,9.581903928408666,5.811170333863617,5.811170333863617,10.619936134498339,7.264730177929867,3.9512437185814275
d6ad076f,7522,291,256,1,2147,1989,28,126,23,26,38,584,83,54,65,5,103,24.848797,2132,31.0,188.0,956.0,798.0,219.0,1754.0,13636.97650254046,65.79255319148936,897211.5019144837,ok,400,400,231.798,231.798,148981,33968,5032,52800,11584,372.4525,0.579495,84.92,12.58,34,7522,27,7,add|multiply|equality|merge|valmax|argmax|argmin|sfilter|mfilter|branch|rbind|apply|mapply|mostcolor|colorfilter|asindices|toindices|objects|uppermost|lowermost|leftmost|rightmost|vmatching|fill|underfill|cover|inbox,F|T|ONE|EIGHT|NEG_ONE|DOWN|RIGHT,3.6813829478091713,11.911580772260912,10.43320362298215,8.52377150677636,5.450171124755087,5.450171124755087,10.874285408908944,7.595889917718538,4.189654742026425
d89b689b,5315,209,184,1,1554,1433,21,95,18,14,29,423,51,39,42,2,103,24.430622,1611,25.0,160.0,691.0,582.0,185.0,1273.0,9587.448599237265,45.46875,435929.3034965694,ok,400,400,67.5752,67.5752,51978,11020,3688,27920,11968,129.945,0.16893799999999998,27.55,9.22,32,5315,20,4,merge|compose|chain|matcher|rbind|lbind|apply|mostcolor|asindices|ofcolor|ulcorner|crop|toindices|shift|toobject|fill|paint|vsplit|replace|cover,ZERO|ONE|TWO|EIGHT,1.2099918477180345,10.858595069841899,9.307557822691543,8.213110697596676,4.2279309533341785,4.2279309533341785,10.23713437285382,7.2682230211595655,3.7612001156935624
d8c310e9,4959,188,168,1,1447,1361,17,84,13,26,30,386,60,34,52,5,103,25.37766,1547,29.0,131.0,662.0,517.0,160.0,1179.0,8632.5532238722,57.225190839694655,493999.505669908,ok,300,300,58.906,58.906,45001,9086,1593,20672,9008,150.00333333333333,0.19635333333333332,30.286666666666665,5.31,18,4959,16,3,add|multiply|tojvec|first|mostcolor|width|asindices|toindices|shift|normalize|objects|uppermost|leftmost|rightmost|paint|hperiod,F|T|THREE,1.3230385248573482,10.714462212209277,9.114600099695346,7.374001859350161,4.092776667049939,4.092776667049939,9.936583780025318,7.216709486709457,3.970291913552122
d90796e8,4350,169,149,1,1206,1088,15,68,10,19,22,317,44,31,41,5,103,24.739645,1483,29.0,139.0,532.0,441.0,168.0,973.0,7192.7248523637345,46.00359712230215,330891.2163197115,ok,163,163,33.8802,33.8802,21859,4603,570,15980,7588,134.1042944785276,0.20785398773006136,28.23926380368098,3.496932515337423,20,4350,14,5,add|merge|sfilter|mfilter|compose|matcher|lbind|mostcolor|sizefilter|asindices|toindices|objects|fill|cover,F|T|TWO|THREE|EIGHT,0.12797087392323864,9.99241376173053,8.434680769841773,6.3473892096560105,3.551919332969294,3.551919332969294,9.679155795585109,6.9930151229329605,3.7376696182833684
d9f24cd1,6006,229,203,1,1698,1576,20,99,18,24,29,469,58,46,59,5,103,25.227074,1835,30.0,165.0,757.0,628.0,195.0,1385.0,10536.15248454321,57.09090909090909,601518.5236630124,ok,300,300,63.7933,63.7933,45172,11271,1841,37288,13024,150.57333333333332,0.21264433333333335,37.57,6.136666666666667,35,6006,19,6,add|difference|merge|sfilter|mfilter|matcher|rbind|apply|mapply|prapply|mostcolor|colorfilter|asindices|ofcolor|toindices|shift|objects|fill|underfill,F|T|TWO|FIVE|UP|UNITY,2.0188142357306784,10.718254842205894,9.330077053578517,7.518607216815252,4.171202202950862,4.171202202950862,10.526453655972313,7.3632795869630385,4.0943445622221
d9fac9be,3386,132,116,1,945,850,12,51,9,15,17,243,41,24,34,5,103,24.651515,1210,28.0,108.0,422.0,341.0,136.0,763.0,5407.734147874009,44.2037037037037,239041.8779810233,ok,483,5,87.4182,87.4182,55642,11882,803,27582,6686,115.2008281573499,0.18099006211180124,24.600414078674948,1.6625258799171843,14,3386,11,4,add|argmax|first|remove|other|mostcolor|asindices|objects|palette|color|canvas,F|T|ZERO|UNITY,-0.44409159040159285,10.926711562628427,9.382864086290027,6.6895992691789665,4.482077830805676,4.482077830805676,10.224954919906036,6.7464121285733745,3.5553480614894135
dae9d2b5,1957,90,76,1,583,509,11,38,6,4,13,138,25,12,14,2,95,20.744444,729,22.0,72.0,256.0,205.0,94.0,461.0,3021.665460623391,31.319444444444446,94636.88352369094,ok,126,63,7.2162,3.6081,5880,1237,372,7132,3492,46.666666666666664,0.05727142857142857,9.817460317460318,2.9523809523809526,12,1957,10,3,combine|ofcolor|toindices|rot90|rot270|fill|tophalf|bottomhalf|lefthalf|righthalf,THREE|FOUR|SIX,-4.107663918677065,8.679482094459956,7.121252453244542,5.921578419643816,2.106107815075839,1.5278156245470074,8.872487182278038,6.234410725718371,2.70805020110221
db3e9e38,3781,153,133,1,1096,994,15,71,11,10,23,291,41,28,27,5,95,23.712418,1319,23.0,126.0,486.0,403.0,149.0,889.0,6417.840814690861,36.78174603174603,236059.39091813331,ok,172,172,1372.8041,1372.8041,966436,152263,84028,678168,100624,5618.813953488372,7.981419186046512,885.25,488.5348837209302,19,3781,14,5,combine|merge|sfilter|last|chain|rbind|apply|mapply|ofcolor|lrcorner|toindices|fill|connect|shoot,SEVEN|EIGHT|UP|NEG_UNITY|UP_RIGHT,3.439330311931992,13.781371391853622,11.93337113536762,11.33891725633973,7.225338886198097,7.225338886198097,13.427151798398661,6.902742737158593,3.332204510175204
db93a21d,5533,213,189,1,1562,1445,18,93,14,23,26,432,55,47,52,5,103,24.976526,1733,29.0,159.0,691.0,580.0,188.0,1271.0,9601.882430482277,52.89308176100629,507873.15245506895,ok,2025,2025,734.0346,734.0346,470345,124657,33309,386564,128916,232.26913580246912,0.3624862222222222,61.559012345679015,16.448888888888888,32,5533,17,6,add|merge|sfilter|compose|matcher|rbind|power|apply|mapply|mostcolor|colorfilter|asindices|ofcolor|toindices|objects|fill|underfill,T|ONE|TWO|THREE|NINE|DOWN,4.032574551491336,13.061223873058632,11.733329266595444,10.413612931187725,6.599917572934784,6.599917572934784,12.86505530880753,7.27655640271871,3.970291913552122
dbc1a6ce,2433,97,84,1,659,578,11,41,10,6,13,179,17,14,24,3,103,24.082474,932,20.0,93.0,282.0,246.0,113.0,528.0,3601.054492155219,26.451612903225804,95253.69946991224,ok,815,815,219.298,219.298,160622,23387,11723,88512,23640,197.08220858895706,0.26907730061349694,28.695705521472394,14.3840490797546,25,2433,10,2,merge|sfilter|mfilter|product|fork|apply|mostcolor|ofcolor|toindices|underfill,ONE|EIGHT,-0.2847783334084829,11.986815283192234,10.05997834929556,9.369393301830783,5.394981175237809,5.394981175237809,11.390904712863719,6.361302477572996,3.2188758248682006
dc0a314f,4558,179,156,1,1279,1133,21,86,17,14,34,322,46,15,34,2,95,24.463687,1291,20.0,114.0,574.0,454.0,134.0,1028.0,7263.939687790589,39.824561403508774,289283.2121278007,ok,1024,100,92.2514,92.2514,62368,12448,6748,80940,65956,60.90625,0.0900892578125,12.15625,6.58984375,23,4558,20,2,lbind|apply|papply|height|width|shape|ofcolor|ulcorner|lrcorner|crop|toindices|uppermost|lowermost|leftmost|rightmost|vmirror|dmirror|cmirror|subgrid|replace,ZERO|THREE,0.8782654490329558,11.040823636042266,9.429395577381786,8.817149624743406,4.535299071816051,4.535299071816051,11.301475773184276,7.033506484287697,3.5553480614894135
dc1df850,3410,128,113,1,955,886,11,55,10,17,16,256,38,24,38,5,103,25.640625,1197,28.0,108.0,429.0,348.0,136.0,777.0,5506.958627651514,45.111111111111114,248425.02253627943,ok,209,209,24.6734,24.6734,18219,3961,621,19426,7194,87.17224880382776,0.11805454545454545,18.952153110047846,2.971291866028708,17,3410,10,4,add|merge|apply|mapply|mostcolor|colorfilter|asindices|toindices|objects|fill,F|T|ONE|TWO,-0.6872411852603704,9.810275170813949,8.284504227258497,6.432940092739179,3.2454554364434043,3.2454554364434043,9.874419130038781,6.787844982309579,3.6635616461296463
dc433765,3290,130,115,1,1010,934,13,56,11,19,21,261,51,18,39,3,103,24.307692,1042,23.0,94.0,460.0,368.0,117.0,828.0,5688.66198781506,45.02127659574468,256110.82481312056,ok,458,458,20.4115,10.20575,16945,5120,511,15224,11196,36.99781659388646,0.044566593886462884,11.179039301310043,1.1157205240174672,14,3290,12,2,subtract|sign|first|mostcolor|ofcolor|toindices|recolor|shift|fill|paint|cover|move,THREE|FOUR,-0.9134448206608377,9.73778709675841,8.54110501146255,6.238324625039508,3.063928160866744,2.416427039417167,9.630694092578098,6.840546529288687,3.6888794541139363
ddf7fa4f,4131,159,140,1,1140,1042,15,65,12,15,18,309,40,30,41,5,103,24.981132,1404,29.0,130.0,505.0,422.0,159.0,927.0,6779.042499548597,47.06923076923077,319084.3158056759,ok,400,400,95.9208,95.9208,68193,14361,2552,26928,9440,170.4825,0.239802,35.9025,6.38,23,4131,14,4,add|merge|sfilter|product|compose|fork|apply|mapply|mostcolor|colorfilter|sizefilter|asindices|objects|paint,F|T|ONE|FIVE,0.8927836473440396,11.130111863421801,9.572341108670264,7.845024417241484,4.573894150144552,4.573894150144552,10.200959051807608,6.949856455000773,3.7376696182833684
de1cd16c,3779,142,126,1,1063,965,12,56,11,17,18,279,42,29,39,5,103,25.612676,1334,30.0,121.0,477.0,390.0,151.0,867.0,6275.696908994843,48.34710743801653,303411.7927076019,ok,1379,5,637.8831,637.8831,418084,90048,15849,116266,22570,303.1791153009427,0.46256932559825964,65.2994923857868,11.493110949963741,26,3779,11,4,add|difference|argmax|rbind|apply|mostcolor|leastcolor|sizefilter|asindices|objects|canvas,F|T|ONE|UNITY,1.6658988328912834,12.943440040116528,11.408109245600743,9.670924779305427,6.459721495544562,6.459721495544562,11.663644549317219,6.873163834212518,3.6888794541139363
ded97339,2426,95,83,1,654,574,11,41,10,6,13,178,16,13,24,3,103,24.536842,924,20.0,92.0,281.0,244.0,112.0,525.0,3573.861334080242,26.52173913043478,94785.0179908238,ok,400,400,57.228,57.228,40622,6974,2871,21012,7660,101.555,0.14307,17.435,7.1775,25,2426,10,1,merge|sfilter|mfilter|product|fork|apply|mostcolor|ofcolor|toindices|underfill,EIGHT,-1.5610580042723132,10.612089687650935,8.850087606689566,7.962763930168115,4.064366338702414,4.064366338702414,9.952896572793671,6.354370040797351,3.2188758248682006
e179c5f4,5715,234,202,1,1669,1532,25,112,19,16,37,442,76,40,40,5,99,23.423077,1745,25.0,154.0,744.0,611.0,179.0,1355.0,10140.570378193068,49.59415584415584,502913.02768473735,ok,140,140,26.3786,26.3786,22930,5724,1422,21794,8618,163.78571428571428,0.1884185714285714,40.885714285714286,10.157142857142857,26,5715,24,7,repeat|merge|decrement|first|astuple|height|width|shape|ofcolor|ulcorner|urcorner|lrcorner|crop|toindices|uppermost|lowermost|leftmost|rightmost|hmirror|fill|subgrid|replace|connect|shoot,ZERO|ONE|EIGHT|NINE|ORIGIN|NEG_UNITY|UP_RIGHT,1.2349840282574085,10.040244985890988,8.65259782842244,7.260522598089852,3.309761686339712,3.309761686339712,9.989435864672492,7.334981878871814,3.713572066704308
e21d9049,7521,291,257,1,2123,1921,30,124,20,27,42,543,99,47,63,5,126,24.845361,2069,31.0,186.0,950.0,774.0,217.0,1724.0,13380.914324734284,64.5,863068.9739453613,ok,742,742,415.014,415.014,317569,53830,21760,148032,22568,427.99056603773585,0.5593180592991914,72.54716981132076,29.326145552560646,37,7521,29,4,add|difference|merge|sfilter|compose|lbind|power|fork|apply|mapply|mostcolor|leastcolor|height|width|shape|asindices|ofcolor|toindices|dneighbors|ineighbors|neighbors|objects|uppermost|lowermost|leftmost|rightmost|fill|paint|cover,F|T|TWO|ORIGIN,4.457982198148653,12.668453545455352,10.893604788384124,9.987874655796293,6.030718913541139,6.030718913541139,11.905190500864446,7.561121589530238,4.1588830833596715
e26a3af2,1335,64,56,1,372,314,7,24,3,1,7,102,8,16,5,1,58,19.859375,612,18.0,69.0,149.0,143.0,87.0,292.0,1881.3395007878285,18.652173913043477,35091.071558172975,ok,838,838,12.2348,12.2348,9022,1992,987,31790,29942,10.766109785202865,0.0146,2.37708830548926,1.1778042959427208,16,1335,6,1,repeat|greater|branch|compose|apply|rot90,ONE,-5.061462237255815,9.107532151994501,7.597396320212795,6.895682697747868,2.5828497241179647,2.5828497241179647,10.366938509842946,5.752572638825633,1.791759469228055
